"Source","Weight_kg","Sex","Age_yrs","Length_cm","Month","Year"
"Acoustic U.S.",0.08,"M",1,24,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.16,"M",2,31,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.1,"M",1,24,6,2019
"Acoustic U.S.",0.08,"F",1,24,6,2019
"Acoustic U.S.",0.06,"M",1,20,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.14,"F",2,27,6,2019
"Acoustic U.S.",0.12,"F",1,27,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.22,"M",2,34,6,2019
"Acoustic U.S.",0.08,"M",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.08,"M",1,24,6,2019
"Acoustic U.S.",0.12,"F",2,27,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"M",1,24,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.08,"M",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.08,"F",1,24,6,2019
"Acoustic U.S.",0.08,"M",1,24,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.04,"F",1,20,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.08,"F",1,25,6,2019
"Acoustic U.S.",0.1,"F",1,24,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.1,"M",1,25,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.02,"U",0,10,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.08,"F",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,24,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,23,6,2019
"Acoustic U.S.",0.06,"F",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.04,"M",1,20,6,2019
"Acoustic U.S.",0.04,"F",1,20,6,2019
"Acoustic U.S.",0.04,"M",1,19,6,2019
"Acoustic U.S.",0.06,"M",1,20,6,2019
"Acoustic U.S.",0.04,"F",1,20,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.04,"F",1,21,6,2019
"Acoustic U.S.",0.04,"M",1,20,6,2019
"Acoustic U.S.",0.04,"F",1,20,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.04,"M",1,20,6,2019
"Acoustic U.S.",0.06,"M",1,22,6,2019
"Acoustic U.S.",0.04,"F",1,20,6,2019
"Acoustic U.S.",0.08,"M",1,23,6,2019
"Acoustic U.S.",0.06,"M",1,20,6,2019
"Acoustic U.S.",0.06,"M",1,21,6,2019
"Acoustic U.S.",0.06,"F",1,21,6,2019
